ID,gender,race,DOB_yr,lsat,ugpa,fulltime,bar_score,index6040
1625,1,white,1968,30,3.5,1,323,673.6841965
1634,1,white,1960,35,3.5,1,323,744.736825
1636,0,white,1969,34,3.5,1,323,728.947352
1678,1,white,1969,38,3.5,1,323,792.105244
1698,1,white,1970,33,3.5,1,323,713.157879
1729,0,white,1965,36,3.5,1,323,760.526298
1738,0,white,1968,41,3.5,1,323,839.473663
1743,0,white,1968,43,3.5,1,323,871.052609
1746,1,white,1960,40,3.5,1,323,823.68419
1792,0,black,1968,23,3.5,1,323,559.9999909
1812,1,white,1969,42,3.5,1,323,855.263136
1825,0,white,1962,47,3.5,0,323,934.210501
1873,0,white,1969,43,3.5,1,323,871.052609
1874,1,white,1959,34,3.5,1,323,728.947352
1876,0,white,1970,30,3.5,1,323,665.78946
1888,1,white,1969,38,3.5,1,323,792.105244
1894,0,white,1962,44,3.5,1,323,886.842082
1897,0,white,1969,43,3.5,1,323,871.052609
1901,0,white,1968,45,3.5,1,323,902.631555
1915,0,white,1969,33,3.5,1,323,713.157879
1955,0,white,1951,38,3.5,1,323,792.105244
1964,1,white,1969,41,3.5,1,323,839.473663
1995,0,white,1968,37,3.5,1,323,776.315771
2000,1,white,1962,25,3.5,1,323,586.842095
2004,1,hisp,1969,40,3.5,1,323,823.68419
2007,1,white,1967,40,3.5,1,323,823.68419
2012,0,white,1968,33,3.5,1,323,713.157879
2022,0,white,1969,48,3.5,1,323,949.999974
2032,1,white,1968,34,3.5,1,323,728.947352
2035,1,white,1966,31,3.5,1,323,689.4736695
2036,1,white,1969,33,3.5,1,323,713.157879
2039,0,white,1967,43,3.5,1,323,871.052609
2051,1,white,1966,39,3.5,1,323,807.894717
2089,0,white,1969,43,3.5,1,323,871.052609
2118,1,white,1956,39,3.5,1,323,807.894717
2128,0,white,1969,44,3.5,1,323,886.842082
2159,0,white,1969,32,3.5,1,323,697.368406
2176,1,white,1968,35,3.5,1,323,744.736825
2184,0,asian,1969,39,3.5,1,323,815.7894535
2200,1,white,1969,42,3.5,1,323,855.263136
2211,1,hisp,1969,33,3.5,1,323,713.157879
2236,1,white,1968,26,3.5,1,323,602.631568
2238,1,white,1949,39,3.5,1,323,807.894717
2260,1,white,1969,35,3.5,1,323,752.6315615
2278,0,white,1968,33,3.5,1,323,713.157879
2296,0,white,1968,41,3.5,1,323,839.473663
2308,1,white,1966,42,3.5,1,323,855.263136
2356,1,white,1965,45,3.5,1,323,902.631555
2360,0,black,1970,32,3.5,1,323,697.368406
2372,0,white,1960,37,3.5,1,323,776.315771
2383,0,white,1967,38,3.5,1,323,792.105244
2386,1,white,1967,42,3.5,1,323,855.263136
2394,0,white,1966,40,3.5,1,323,823.68419
2455,1,white,1969,28,3.5,1,323,634.210514
2469,0,white,1959,42,3.5,1,323,855.263136
2490,0,white,1952,45,3.5,1,323,902.631555
2492,1,white,1969,35,3.5,1,323,744.736825
2511,0,white,1967,39,3.5,1,323,807.894717
2524,0,white,1959,39,3.5,0,323,807.894717
2535,0,white,1968,38,3.5,1,323,792.105244
2550,1,white,1969,39,3.5,1,323,807.894717
2553,1,white,1968,39,3.5,1,323,807.894717
2561,0,white,1951,39,3.5,1,323,807.894717
2575,1,white,1968,34,3.5,1,323,728.947352
2577,0,white,1966,46,3.5,1,323,918.421028
2595,1,white,1969,45,3.5,1,323,902.631555
2598,1,asian,1969,41,3.5,1,323,839.473663
2602,0,white,1961,32,3.5,1,323,697.368406
2606,1,white,1969,37,3.5,1,323,776.315771
2626,1,white,1969,42,3.5,1,323,855.263136
2628,0,white,1967,29,3.5,1,323,649.999987
2630,0,white,1969,34,3.5,1,323,728.947352
2633,0,white,1968,40,3.5,1,323,823.68419
2634,1,white,1969,41,3.5,1,323,839.473663
2686,0,white,1968,44,3.5,1,323,886.842082
2704,0,white,1969,36,3.5,1,323,760.526298
2725,0,white,1966,31,3.5,1,323,681.578933
2731,1,black,1967,32,3.5,1,323,705.2631425
2754,0,white,1970,40,3.5,1,323,823.68419
2783,1,white,1969,36,3.5,1,323,760.526298
2785,0,white,1951,41,3.5,1,323,839.473663
2812,1,white,1969,33,3.5,1,323,713.157879
2833,1,white,1968,32,3.5,1,323,697.368406
2841,0,white,1967,44,3.5,1,323,886.842082
2851,1,white,1968,42,3.5,1,323,855.263136
2863,1,white,1969,39,3.5,1,323,807.894717
2871,1,white,1968,48,3.5,1,323,949.999974
2874,0,white,1969,42,3.5,1,323,855.263136
2891,0,white,1969,38,3.5,1,323,792.105244
2934,1,white,1960,39,3.5,1,323,807.894717
2937,0,white,1965,42,3.5,1,323,855.263136
2944,1,asian,1967,46,3.5,1,323,918.421028
2952,0,white,1961,41,3.5,1,323,839.473663
2973,0,white,1965,39,3.5,1,323,807.894717
2974,1,white,1968,32,3.5,1,323,697.368406
2999,0,white,1969,42,3.5,1,323,855.263136
3005,1,white,1964,40,3.5,1,323,823.68419
3015,1,white,1963,42,3.5,0,323,855.263136
3016,0,white,1968,40,3.5,1,323,831.5789265
3028,0,white,1968,41,3.5,1,323,839.473663
3049,0,white,1969,38,3.5,1,323,792.105244
3062,1,white,1957,33,3.5,1,323,713.157879
3082,0,white,1968,37,3.5,1,323,776.315771
3110,1,white,1967,41,3.5,1,323,839.473663
3114,1,white,1965,37,3.5,1,323,776.315771
3127,1,white,1968,39,3.5,1,323,815.7894535
3198,1,white,1956,39,3.5,1,323,807.894717
3220,0,white,1969,33,3.5,1,323,713.157879
3244,0,white,1969,35,3.5,1,323,752.6315615
3257,1,white,1967,32,3.5,1,323,697.368406
3260,1,white,1969,41,3.5,1,323,839.473663
3293,1,white,1950,34,3.5,1,323,728.947352
3298,0,white,1965,33,3.5,1,323,713.157879
3302,1,white,1968,36,3.5,1,323,760.526298
3311,1,white,1968,41,3.5,1,323,839.473663
3321,0,white,1967,34,3.5,1,323,728.947352
3335,1,white,1951,31,3.5,1,323,681.578933
3346,1,white,1966,47,3.5,1,323,934.210501
3360,1,white,1956,37,3.5,1,323,776.315771
3361,1,white,1969,31,3.5,1,323,681.578933
3376,0,white,1969,31,3.5,1,323,681.578933
3386,0,white,1968,48,3.5,1,323,949.999974
3391,0,white,1962,47,3.5,1,323,934.210501
3398,0,white,1969,42,3.5,1,323,855.263136
3405,1,white,1957,35,3.5,0,323,752.6315615
3407,1,asian,1961,34,3.5,1,323,728.947352
3411,1,white,1960,31,3.5,1,323,689.4736695
3422,1,white,1966,34,3.5,1,323,728.947352
3436,0,white,1969,46,3.5,1,323,918.421028
3448,1,white,1954,31,3.5,1,323,681.578933
3470,1,white,1958,36,3.5,1,323,760.526298
3498,0,white,1969,46,3.5,1,323,918.421028
3520,0,white,1963,43,3.5,0,323,871.052609
3529,1,white,1965,46,3.5,1,323,918.421028
3551,1,black,1971,22,3.5,1,323,539.473676
3567,0,white,1958,32,3.5,0,323,697.368406
3570,1,white,1965,38,3.5,0,323,792.105244
3587,0,white,1968,48,3.5,1,323,949.999974
3600,0,white,1969,38,3.5,1,323,792.105244
3613,0,white,1967,33,3.5,0,323,713.157879
3665,1,white,1967,42,3.5,1,323,855.263136
3672,1,asian,1966,38,3.5,1,323,792.105244
3690,1,white,1969,42,3.5,1,323,855.263136
3703,0,white,1969,38,3.5,1,323,792.105244
3738,1,white,1969,42,3.5,1,323,855.263136
3761,0,white,1969,39,3.5,1,323,815.7894535
3772,0,white,1969,29,3.5,1,323,649.999987
3775,1,asian,1969,30,3.5,1,323,665.78946
3776,1,white,1969,41,3.5,1,323,839.473663
3789,0,white,1968,42,3.5,1,323,855.263136
3792,1,white,1970,36,3.5,1,323,760.526298
3794,1,white,1969,37,3.5,1,323,776.315771
3804,0,asian,1963,38,3.5,1,323,792.105244
3805,0,white,1967,45,3.5,1,323,902.631555
3831,1,white,1966,43,3.5,1,323,871.052609
3837,1,white,1952,37,3.5,0,323,776.315771
3838,1,white,1966,39,3.5,1,323,807.894717
3856,0,white,1960,38,3.5,1,323,792.105244
3863,1,white,1969,30,3.5,1,323,665.78946
3877,1,white,1954,33,3.5,1,323,713.157879
3894,1,white,1953,39,3.5,1,323,807.894717
3901,0,white,1968,42,3.5,1,323,855.263136
3910,0,white,1958,36,3.5,1,323,760.526298
3914,1,white,1969,30,3.5,1,323,673.6841965
3934,1,white,1967,36,3.5,0,323,760.526298
3963,1,white,1969,45,3.5,1,323,902.631555
3990,0,white,1968,29,3.5,1,323,649.999987
3993,0,white,1965,43,3.5,1,323,871.052609
4011,0,white,1968,48,3.5,1,323,949.999974
4012,0,white,1969,35,3.5,1,323,752.6315615
4018,1,white,1969,40,3.5,1,323,823.68419
4022,1,white,1966,40,3.5,1,323,823.68419
4061,1,white,1966,38,3.5,0,323,792.105244
4062,0,white,1969,44,3.5,1,323,886.842082
4075,1,asian,1961,33,3.5,1,323,713.157879
4090,0,hisp,1968,34,3.5,1,323,728.947352
4098,0,white,1969,37,3.5,1,323,776.315771
4125,0,white,1969,38,3.5,1,323,792.105244
4165,0,white,1968,44,3.5,1,323,886.842082
4178,1,white,1969,39,3.5,1,323,807.894717
4204,1,black,1969,26,3.5,1,323,602.631568
4286,1,white,1968,40,3.5,1,323,823.68419
4291,0,white,1964,43,3.5,1,323,878.9473455
4292,1,white,1969,42,3.5,1,323,855.263136
4341,1,white,1969,37,3.5,1,323,776.315771
4343,0,white,1968,40,3.5,1,323,823.68419
4347,1,white,1968,41,3.5,1,323,839.473663
4366,0,white,1969,39,3.5,1,323,807.894717
4380,0,white,1963,39,3.5,1,323,807.894717
4385,0,white,1969,30,3.5,1,323,673.6841965
4440,0,white,1965,38,3.5,1,323,792.105244
4458,1,white,1968,34,3.5,1,323,728.947352
4470,0,white,1967,36,3.5,1,323,760.526298
4473,1,white,1966,46,3.5,1,323,918.421028
4474,1,white,1968,37,3.5,1,323,776.315771
4478,1,white,1966,44,3.5,1,323,886.842082
4494,1,white,1951,43,3.5,1,323,871.052609
4546,0,hisp,1964,32,3.5,1,323,697.368406
4555,1,white,1969,42,3.5,1,323,855.263136
4569,1,white,1968,42,3.5,1,323,855.263136
4576,1,white,1968,45,3.5,1,323,902.631555
4601,1,white,1966,35,3.5,1,323,752.6315615
4629,1,white,1969,34,3.5,1,323,728.947352
4640,0,white,1968,39,3.5,1,323,807.894717
4657,0,white,1967,43,3.5,1,323,871.052609
4661,1,white,1966,40,3.5,1,323,823.68419
4700,1,white,1968,44,3.5,1,323,886.842082
4704,1,white,1969,35,3.5,0,323,744.736825
4728,1,white,1959,37,3.5,1,323,776.315771
4757,1,white,1969,33,3.5,1,323,713.157879
4760,0,white,1969,35,3.5,1,323,744.736825
4761,0,white,1968,38,3.5,1,323,792.105244
4764,1,white,1961,37,3.5,1,323,776.315771
4779,1,white,1967,40,3.5,1,323,823.68419
4782,0,white,1959,33,3.5,1,323,713.157879
4796,0,white,1968,38,3.5,1,323,799.9999805
4799,1,white,1966,33,3.5,1,323,713.157879
4812,0,white,1968,45,3.5,1,323,902.631555
4814,1,white,1969,48,3.5,1,323,949.999974
4815,0,white,1966,30,3.5,1,323,665.78946
4824,1,white,1957,31,3.5,1,323,681.578933
4834,1,white,1968,40,3.5,1,323,823.68419
4848,0,white,1968,46,3.5,1,323,918.421028
4858,0,other,1969,44,3.5,1,323,886.842082
4864,0,white,1963,28,3.5,1,323,634.210514
4867,1,white,1969,37,3.5,1,323,776.315771
4876,0,white,1966,34,3.5,1,323,728.947352
4899,1,white,1967,29,3.5,1,323,649.999987
4907,0,white,1968,35,3.5,1,323,744.736825
4913,1,hisp,1967,28,3.5,1,323,634.210514
4915,0,white,1967,38,3.5,1,323,792.105244
4945,0,white,1968,36,3.5,1,323,765.2631399
4966,0,white,1965,41,3.5,1,323,839.473663
4967,0,white,1968,46,3.5,1,323,918.421028
4968,0,white,1964,38,3.5,1,323,792.105244
4990,0,white,1969,37,3.5,1,323,776.315771
5004,1,white,1967,33,3.5,1,323,713.157879
5012,0,white,1968,37,3.5,1,323,776.315771
5021,1,white,1969,41,3.5,1,323,839.473663
5047,0,white,1969,42,3.5,1,323,855.263136
5058,1,white,1969,37,3.5,1,323,784.2105075
5060,1,white,1969,34,3.5,1,323,728.947352
5070,1,white,1965,37,3.5,1,323,776.315771
5074,0,white,1969,45,3.5,1,323,902.631555
5094,1,white,1966,39,3.5,1,323,807.894717
5143,0,white,1970,38,3.5,1,323,792.105244
5153,0,white,1969,48,3.5,1,323,949.999974
5154,0,white,1969,46,3.5,1,323,918.421028
5156,1,white,1969,42,3.5,1,323,855.263136
5171,0,white,1967,44,3.5,1,323,886.842082
5177,1,white,1966,42,3.5,1,323,855.263136
5184,1,white,1963,35,3.5,1,323,744.736825
5185,0,asian,1967,41,3.5,1,323,839.473663
5224,1,white,1969,38,3.5,1,323,792.105244
5226,1,white,1970,40,3.5,1,323,823.68419
5247,1,white,1969,41,3.5,1,323,839.473663
5252,0,white,1969,41,3.5,1,323,839.473663
5305,0,white,1969,40,3.5,1,323,823.68419
5309,1,white,1969,37,3.5,1,323,784.2105075
5312,1,white,1969,44,3.5,1,323,886.842082
5327,0,white,1965,41,3.5,1,323,839.473663
5337,1,white,1966,45,3.5,1,323,902.631555
5358,0,white,1969,40,3.5,1,323,823.68419
5367,0,white,1964,40,3.5,1,323,823.68419
5379,1,black,1961,24,3.5,1,323,571.052622
5405,0,asian,1968,36,3.5,1,323,760.526298
5407,1,hisp,1964,32,3.5,1,323,697.368406
5410,0,white,1962,17,3.5,0,323,460.526311
5416,0,white,1964,36,3.5,1,323,760.526298
5422,0,white,1968,46,3.5,1,323,918.421028
5438,1,white,1953,34,3.5,1,323,728.947352
5447,0,white,1968,38,3.5,1,323,792.105244
5452,0,white,1969,35,3.5,1,323,752.6315615
5455,1,black,1967,30,3.5,1,323,665.78946
5478,1,white,1969,34,3.5,1,323,728.947352
5505,1,white,1969,30,3.5,1,323,665.78946
5516,1,white,1970,37,3.5,1,323,776.315771
5535,1,white,1969,36,3.5,1,323,760.526298
5539,1,white,1967,47,3.5,1,323,934.210501
5558,0,white,1968,27,3.5,1,323,618.421041
5602,0,white,1964,40,3.5,1,323,823.68419
5606,1,white,1969,45,3.5,1,323,902.631555
5614,0,white,1969,45,3.5,1,323,902.631555
5616,0,white,1969,34,3.5,1,323,728.947352
5618,0,white,1964,30,3.5,1,323,665.78946
5628,1,white,1967,36,3.5,1,323,760.526298
5630,1,white,1969,38,3.5,1,323,792.105244
5640,0,white,1969,48,3.5,1,323,949.999974
5683,0,white,1966,46,3.5,1,323,918.421028
5693,0,white,1970,36,3.5,1,323,760.526298
5697,1,white,1969,36,3.5,1,323,760.526298
5700,1,asian,1969,44,3.5,1,323,886.842082
5703,1,white,1968,42,3.5,1,323,855.263136
5725,0,white,1963,38,3.5,1,323,792.105244
5735,0,white,1951,28,3.5,1,323,634.210514
5740,0,white,1966,38,3.5,1,323,792.105244
5757,0,white,1965,39,3.5,1,323,807.894717
5765,1,white,1969,35,3.5,1,323,744.736825
5768,0,white,1969,34,3.5,1,323,736.8420885
5828,1,white,1950,30,3.5,1,323,665.78946
5855,1,white,1962,25,3.5,1,323,594.7368315
5871,1,white,1966,34,3.5,1,323,728.947352
5895,0,white,1966,28,3.5,1,323,634.210514
5897,0,white,1968,40,3.5,1,323,831.5789265
5903,0,white,1968,42,3.5,1,323,855.263136
5918,1,black,1969,33,3.5,1,323,713.157879
5951,0,white,1969,40,3.5,1,323,823.68419
5972,1,white,1969,41,3.5,1,323,839.473663
5979,1,white,1969,34,3.5,1,323,728.947352
6000,0,white,1969,38,3.5,1,323,799.9999805
6009,1,white,1969,41,3.5,1,323,839.473663
6036,1,white,1969,42,3.5,1,323,855.263136
6051,1,hisp,1970,43,3.5,1,323,871.052609
6073,0,white,1969,48,3.5,1,323,949.999974
6130,1,white,1949,34,3.5,1,323,728.947352
6138,1,white,1969,35,3.5,1,323,744.736825
6208,0,white,1970,44,3.5,1,323,886.842082
6209,1,white,1969,38,3.5,1,323,792.105244
6233,0,white,1968,37,3.5,1,323,776.315771
6234,0,white,1953,40,3.5,1,323,823.68419
6236,1,white,1968,34,3.5,1,323,728.947352
6257,0,white,1969,44,3.5,1,323,886.842082
6268,1,white,1964,28,3.5,1,323,634.210514
6270,1,white,1954,35,3.5,1,323,744.736825
6275,1,white,1968,42,3.5,1,323,855.263136
6288,0,hisp,1969,38,3.5,1,323,792.105244
6295,1,other,1966,48,3.5,1,323,949.999974
6299,1,white,1966,37,3.5,1,323,784.2105075
6320,0,white,1968,48,3.5,1,323,949.999974
6369,0,white,1969,47,3.5,1,323,934.210501
6390,1,white,1969,34,3.5,1,323,728.947352
6402,0,white,1967,32,3.5,1,323,705.2631425
6424,1,other,1968,30,3.5,1,323,665.78946
6426,0,white,1968,35,3.5,1,323,744.736825
6431,1,white,1967,35,3.5,1,323,752.6315615
6447,0,white,1959,44,3.5,1,323,886.842082
6461,1,white,1964,34,3.5,0,323,728.947352
6495,1,white,1969,40,3.5,1,323,823.68419
6516,1,white,1969,44,3.5,1,323,886.842082
6520,0,white,1969,47,3.5,1,323,934.210501
6526,0,white,1968,39,3.5,1,323,807.894717
6543,1,white,1968,34,3.5,1,323,728.947352
6570,1,hisp,1969,40,3.5,1,323,823.68419
6583,0,white,1969,31,3.5,1,323,681.578933
6586,1,asian,1966,46,3.5,1,323,918.421028
6587,1,white,1968,36,3.5,1,323,760.526298
6592,1,other,1970,32,3.5,1,323,697.368406
6599,1,white,1969,30,3.5,1,323,665.78946
6622,1,white,1969,44,3.5,1,323,886.842082
6626,0,white,1962,36,3.5,1,323,760.526298
6628,0,white,1969,37,3.5,1,323,776.315771
6634,1,white,1969,42,3.5,1,323,855.263136
6639,0,white,1966,44,3.5,1,323,886.842082
6641,1,white,1969,37,3.5,1,323,776.315771
6670,0,white,1970,39,3.5,1,323,807.894717
6671,0,white,1966,33,3.5,1,323,713.157879
6681,1,white,1969,38,3.5,1,323,792.105244
6717,1,white,1968,44,3.5,1,323,886.842082
6723,0,white,1964,45,3.5,1,323,902.631555
6725,1,white,1968,29,3.5,1,323,657.8947235
6738,0,white,1969,41,3.5,1,323,839.473663
6743,1,white,1970,43,3.5,1,323,871.052609
6757,1,white,1966,41,3.5,1,323,839.473663
6764,0,white,1969,37,3.5,1,323,776.315771
6775,1,white,1968,38,3.5,1,323,792.105244
6777,1,white,1969,37,3.5,1,323,776.315771
6795,0,white,1968,46,3.5,1,323,918.421028
6814,1,white,1969,40,3.5,1,323,823.68419
6832,0,white,1967,33,3.5,1,323,713.157879
6859,1,white,1958,32,3.5,1,323,697.368406
6861,1,white,1961,32,3.5,1,323,697.368406
6876,1,white,1969,44,3.5,1,323,886.842082
6893,1,white,1963,44,3.5,0,323,886.842082
6940,0,white,1970,29,3.5,1,323,649.999987
6946,1,white,1950,35,3.5,1,323,744.736825
6959,0,white,1962,41,3.5,1,323,839.473663
6960,0,white,1966,39,3.5,1,323,807.894717
6964,0,white,1967,31,3.5,1,323,689.4736695
6978,0,white,1969,45,3.5,1,323,902.631555
7011,1,white,1970,43,3.5,1,323,871.052609
7025,1,white,1968,33,3.5,1,323,713.157879
7040,1,white,1965,34,3.5,1,323,728.947352
7043,0,white,1965,34,3.5,1,323,728.947352
7085,0,white,1966,26,3.5,1,323,613.6841991
7113,0,white,1968,42,3.5,1,323,855.263136
7115,1,asian,1966,29,3.5,1,323,649.999987
7125,0,white,1967,29,3.5,1,323,649.999987
7134,1,white,1968,29,3.5,1,323,649.999987
7142,0,white,1969,44,3.5,1,323,886.842082
7147,1,white,1969,48,3.5,1,323,949.999974
7183,1,asian,1969,32,3.5,1,323,697.368406
7240,0,white,1964,26,3.5,1,323,602.631568
7259,0,other,1969,38,3.5,1,323,792.105244
7276,1,white,1969,42,3.5,1,323,855.263136
7299,0,white,1968,33,3.5,1,323,713.157879
7329,1,hisp,1968,41,3.5,1,323,839.473663
7338,1,black,1969,39,3.5,1,323,807.894717
7347,1,white,1965,47,3.5,1,323,934.210501
7382,1,white,1968,45,3.5,1,323,902.631555
7400,0,white,1968,44,3.5,1,323,886.842082
7411,1,white,1969,37,3.5,1,323,776.315771
7425,1,asian,1967,36,3.5,1,323,760.526298
7450,1,white,1963,44,3.5,1,323,886.842082
7469,0,white,1968,34,3.5,1,323,728.947352
7495,1,white,1968,35,3.5,1,323,744.736825
7503,0,white,1955,34,3.5,0,323,728.947352
7510,0,white,1962,34,3.5,1,323,728.947352
7520,0,white,1962,34,3.5,1,323,728.947352
7568,0,white,1968,39,3.5,1,323,807.894717
7578,0,white,1969,40,3.5,1,323,823.68419
7593,0,white,1968,48,3.5,1,323,949.999974
7612,1,white,1969,34,3.5,1,323,728.947352
7667,1,white,1969,34,3.5,1,323,728.947352
7668,0,white,1967,29,3.5,1,323,657.8947235
7669,1,white,1969,40,3.5,1,323,823.68419
7678,1,white,1968,37,3.5,1,323,776.315771
7688,1,white,1964,36,3.5,1,323,760.526298
7705,0,white,1969,37,3.5,1,323,776.315771
7707,1,white,1964,39,3.5,1,323,807.894717
7714,0,other,1965,40,3.5,1,323,823.68419
7737,1,white,1966,30,3.5,1,323,665.78946
7759,0,white,1969,41,3.5,1,323,839.473663
7779,0,white,1964,28,3.5,1,323,645.2631451
7786,1,white,1968,38,3.5,1,323,792.105244
7789,0,black,1968,29,3.5,1,323,649.999987
7800,0,white,1964,35,3.5,1,323,744.736825
7854,0,white,1967,35,3.5,1,323,744.736825
7878,0,white,1960,39,3.5,1,323,807.894717
7883,0,white,1967,43,3.5,1,323,871.052609
7915,1,white,1963,39,3.5,1,323,807.894717
7920,1,white,1968,34,3.5,1,323,728.947352
7945,0,white,1968,37,3.5,1,323,776.315771
7946,0,white,1970,40,3.5,1,323,823.68419
7973,1,white,1968,36,3.5,1,323,760.526298
7976,1,white,1968,41,3.5,1,323,839.473663
7977,0,white,1965,40,3.5,1,323,823.68419
7979,0,other,1967,26,3.5,1,323,602.631568
7980,1,white,1968,28,3.5,1,323,634.210514
8002,1,white,1969,35,3.5,1,323,744.736825
8010,1,white,1950,30,3.5,1,323,665.78946
8012,1,asian,1968,44,3.5,1,323,886.842082
8014,1,hisp,1966,31,3.5,1,323,681.578933
8028,0,white,1969,35,3.5,1,323,744.736825
8031,1,white,1968,37,3.5,1,323,776.315771
8037,0,white,1967,40,3.5,1,323,823.68419
8050,1,white,1969,30,3.5,1,323,665.78946
8058,1,white,1970,37,3.5,1,323,776.315771
