year,type,cases,approved,rate_approved,refused,rate_refused,dismissed,court_order,rate_court_order,penalties,avg_penalties,legal_proceedings,category
2016,О признании недействительным решения органа власти об отказе в предоставлении ребенку места в дошкольном образовательном учреждении,356.0,157.0,0.4410112359550562,199.0,0.5589887640449438,71.0,0.0,0.0,856.0,5.0,Гражданское,Семейные
2017,"О признании недействительным отказа органа записи актов гражданского состояния в регистрационных действиях, аннулировании записей актов гражданского состояния",122.0,108.0,0.8852459016393442,14.0,0.1147540983606557,5.0,0.0,0.0,1162.0,11.0,Гражданское,Семейные
2016,"О признании недействительным отказа органа записи актов гражданского состояния в регистрационных действиях, аннулировании записей актов гражданского состояния",89.0,79.0,0.8876404494382022,10.0,0.1123595505617977,3.0,2.0,0.0224719101123595,479.0,6.0,Гражданское,Семейные
2017,Иски о взыскании детских пособий (если гражданами оспаривается право на выплату пособия или его размер ),488.0,372.0,0.7622950819672131,116.0,0.2377049180327868,110.0,13.0,0.026639344262295,13405.0,36.0,Гражданское,Семейные
2016,Иски о взыскании детских пособий (если гражданами оспаривается право на выплату пособия или его размер ),1391.0,1224.0,0.879942487419123,167.0,0.120057512580877,57.0,38.0,0.0273184759166067,675803.0,552.0,Гражданское,Семейные
2017,"Иные, возникающие из семейных правоотношений",62840.0,53427.0,0.8502068746021643,9413.0,0.1497931253978357,,578.0,0.0091979630808402,4131614.0,77.0,Гражданское,Семейные
2016,"Иные, возникающие из семейных правоотношений",66449.0,57164.0,0.8602687775587292,9285.0,0.1397312224412707,6419.0,709.0,0.0106698370178633,3130965.0,55.0,Гражданское,Семейные
2017,Дела о восстановлении на работе (службе) в связи с увольнением по инициативе работодателя,8202.0,3310.0,0.4035601072909046,4892.0,0.5964398927090954,1637.0,0.0,0.0,351487.0,106.0,Гражданское,Трудовые
2016,Дела о восстановлении на работе (службе) в связи с увольнением по инициативе работодателя,9096.0,3817.0,0.4196350043975373,5279.0,0.5803649956024626,1778.0,79.0,0.0086851363236587,317763.0,83.0,Гражданское,Трудовые
2017,"Дела о восстановлении на работе (службе) в связи с увольнением по обстоятельствам, не зависящим от воли сторон",230.0,86.0,0.3739130434782609,144.0,0.6260869565217392,40.0,0.0,0.0,5648.0,66.0,Гражданское,Трудовые
2016,"Дела о восстановлении на работе (службе) в связи с увольнением по обстоятельствам, не зависящим от воли сторон",331.0,105.0,0.3172205438066465,226.0,0.6827794561933535,39.0,13.0,0.039274924471299,6142.0,58.0,Гражданское,Трудовые
2017,Дела о восстановлении на работе (службе) в связи с увольнением вследствие нарушения установленных правил заключения трудового договора,208.0,99.0,0.4759615384615384,109.0,0.5240384615384616,38.0,0.0,0.0,8691.0,88.0,Гражданское,Трудовые
2016,Дела о восстановлении на работе (службе) в связи с увольнением вследствие нарушения установленных правил заключения трудового договора,321.0,150.0,0.4672897196261682,171.0,0.5327102803738317,53.0,31.0,0.0965732087227414,5573.0,37.0,Гражданское,Трудовые
2017,Дела о восстановлении на работе (службе) в связи с признанием приказа об увольнении недействительным,576.0,120.0,0.2083333333333333,456.0,0.7916666666666666,,0.0,0.0,9661.0,81.0,Гражданское,Трудовые
2016,Дела о восстановлении на работе (службе) в связи с признанием приказа об увольнении недействительным,478.0,118.0,0.2468619246861924,360.0,0.7531380753138075,40.0,0.0,0.0,5524.0,47.0,Гражданское,Трудовые
2017,"Дела о восстановлении на работе (службе), связанные с прекращением допуска к государственной тайне",32.0,10.0,0.3125,22.0,0.6875,3.0,0.0,0.0,210.0,21.0,Гражданское,Трудовые
2016,"Дела о восстановлении на работе (службе), связанные с прекращением допуска к государственной тайне",13.0,3.0,0.2307692307692307,10.0,0.7692307692307693,1.0,0.0,0.0,0.0,0.0,Гражданское,Трудовые
2017,"Дела о восстановлении на работе (службе), связанные с несоблюдением ограничений и запретов, установленных в целях противодействия коррупции",60.0,17.0,0.2833333333333333,43.0,0.7166666666666667,8.0,0.0,0.0,677.0,40.0,Гражданское,Трудовые
2016,"Дела о восстановлении на работе (службе), связанные с несоблюдением ограничений и запретов, установленных в целях противодействия коррупции",35.0,17.0,0.4857142857142857,18.0,0.5142857142857142,6.0,1.0,0.0285714285714285,1259.0,74.0,Гражданское,Трудовые
2017,Иные споры по делам о восстановлении на работе (службе),3155.0,1070.0,0.3391442155309033,2085.0,0.6608557844690967,585.0,0.0,0.0,80329.0,75.0,Гражданское,Трудовые
2016,Иные споры по делам о восстановлении на работе (службе),5197.0,1950.0,0.3752164710409852,3247.0,0.6247835289590148,962.0,7.0,0.0013469309216855,151205.0,78.0,Гражданское,Трудовые
2017,"О признании недействительным решения работодателя об отказе в приеме на работу, заключении трудового договора",253.0,58.0,0.2292490118577075,195.0,0.7707509881422925,37.0,0.0,0.0,1470.0,25.0,Гражданское,Трудовые
2016,"О признании недействительным решения работодателя об отказе в приеме на работу, заключении трудового договора",212.0,61.0,0.2877358490566037,151.0,0.7122641509433962,24.0,24.0,0.1132075471698113,636.0,10.0,Гражданское,Трудовые
2017,О признании недействительным решения работодателя об отказе в поступлении на государственную (муниципальную) службу,37.0,7.0,0.1891891891891892,30.0,0.8108108108108109,1.0,0.0,0.0,31.0,4.0,Гражданское,Трудовые
2016,О признании недействительным решения работодателя об отказе в поступлении на государственную (муниципальную) службу,40.0,13.0,0.325,27.0,0.675,3.0,2.0,0.05,249.0,19.0,Гражданское,Трудовые
2017,О признании недействительным предписаний Государственной инспекции труда,281.0,186.0,0.6619217081850534,95.0,0.3380782918149466,66.0,0.0,0.0,1345.0,7.0,Гражданское,Трудовые
2016,О признании недействительным предписаний Государственной инспекции труда,365.0,214.0,0.5863013698630137,151.0,0.4136986301369863,34.0,1.0,0.0027397260273972,312.0,1.0,Гражданское,Трудовые
2017,"О признании недействительным заключения служебной проверки, дисциплинарных взысканий, результатов аттестации, результатов конкурса на замещение должности",2181.0,954.0,0.437414030261348,1227.0,0.562585969738652,398.0,0.0,0.0,12484.0,13.0,Гражданское,Трудовые
2016,"О признании недействительным заключения служебной проверки, дисциплинарных взысканий, результатов аттестации, результатов конкурса на замещение должности",1045.0,447.0,0.4277511961722488,598.0,0.5722488038277512,206.0,0.0,0.0,5343.0,12.0,Гражданское,Трудовые
2017,О признании недействительным решений государственных органов о прекращении допуска к государственной тайне,31.0,25.0,0.8064516129032258,6.0,0.1935483870967742,2.0,0.0,0.0,2688.0,108.0,Гражданское,Трудовые
2016,О признании недействительным решений государственных органов о прекращении допуска к государственной тайне,28.0,12.0,0.4285714285714285,16.0,0.5714285714285714,1.0,2.0,0.0714285714285714,525.0,44.0,Гражданское,Трудовые
2017,"Иски об обязании изменить дату и формулировку причин увольнения, перевести на другую работу в связи с признанием приказа об увольнении недействительным",980.0,489.0,0.4989795918367347,491.0,0.5010204081632653,435.0,0.0,0.0,29245.0,60.0,Гражданское,Трудовые
2016,"Иски об обязании изменить дату и формулировку причин увольнения, перевести на другую работу в связи с признанием приказа об увольнении недействительным",1027.0,391.0,0.3807205452775073,636.0,0.6192794547224927,168.0,110.0,0.107108081791626,1533189.0,3921.0,Гражданское,Трудовые
2017,"Дела о взыскании невыплаченной заработной платы, других выплат",462109.0,449436.0,0.9725757342964538,12673.0,0.0274242657035461,8374.0,398190.0,0.8616798201290172,15936614.0,35.0,Гражданское,Трудовые
2016,"Дела о взыскании невыплаченной заработной платы, других выплат",469490.0,457451.0,0.974357281305246,12039.0,0.0256427186947538,20325.0,376119.0,0.8011224946218237,19160714.0,42.0,Гражданское,Трудовые
2017,Дела о взыскании заработной платы в случае введения процедур банкротства,6524.0,6393.0,0.9799202942979768,131.0,0.0200797057020232,50.0,4317.0,0.661710606989577,517582.0,81.0,Гражданское,Трудовые
2016,Дела о взыскании заработной платы в случае введения процедур банкротства,5369.0,5232.0,0.9744831439746694,137.0,0.0255168560253306,115.0,2991.0,0.5570869808157943,376078.0,72.0,Гражданское,Трудовые
2017,"Дела о взыскании невыплаченной заработной платы лиц, находящихся на государственной (муниципальной) службе",6794.0,6692.0,0.9849867530173684,102.0,0.0150132469826317,21.0,6519.0,0.9595231086252576,121823.0,18.0,Гражданское,Трудовые
2016,"Дела о взыскании невыплаченной заработной платы лиц, находящихся на государственной (муниципальной) службе",2751.0,2562.0,0.931297709923664,189.0,0.0687022900763358,49.0,2251.0,0.8182479098509633,76144.0,30.0,Гражданское,Трудовые
2017,Иные дела об оплате труда,25160.0,22364.0,0.8888712241653418,2796.0,0.1111287758346581,,16821.0,0.6685612082670906,701948.0,31.0,Гражданское,Трудовые
2016,Иные дела об оплате труда,23611.0,20832.0,0.8823006225911652,2779.0,0.1176993774088348,1709.0,11669.0,0.4942187963237474,898998.0,43.0,Гражданское,Трудовые
2016,Дела о признании забастовок незаконными и возмещении причиненного ими ущерба,47.0,34.0,0.723404255319149,13.0,0.2765957446808511,7.0,8.0,0.1702127659574468,1748.0,51.0,Гражданское,Трудовые
2017,Дела о признании забастовок незаконными и возмещении причиненного ими ущерба,37.0,25.0,0.6756756756756757,12.0,0.3243243243243243,4.0,0.0,0.0,2493.0,100.0,Гражданское,Трудовые
2016,"Иски работников о возмещении ущерба, причиненного при исполнении трудовых обязанностей",1541.0,1252.0,0.8124594419208306,289.0,0.1875405580791693,162.0,28.0,0.018170019467878,251643.0,201.0,Гражданское,Трудовые
2017,"Иски работников о возмещении ущерба, причиненного при исполнении трудовых обязанностей",1764.0,1393.0,0.7896825396825397,371.0,0.2103174603174603,190.0,278.0,0.1575963718820861,152828.0,110.0,Гражданское,Трудовые
2016,"Иски работодателей о возмещении ущерба, причиненного при исполнении трудовых обязанностей",7534.0,5907.0,0.7840456596761348,1627.0,0.2159543403238651,780.0,2.0,0.0002654632333421,1213642.0,205.0,Гражданское,Трудовые
2017,"Иски работодателей о возмещении ущерба, причиненного при исполнении трудовых обязанностей",7183.0,5456.0,0.7595712098009189,1727.0,0.2404287901990811,795.0,9.0,0.0012529583739384,872261.0,160.0,Гражданское,Трудовые
2016,Иные споры об имущественной ответственности сторон трудового договора,1174.0,936.0,0.797274275979557,238.0,0.2027257240204429,143.0,1.0,0.0008517887563884,125610.0,134.0,Гражданское,Трудовые
2017,Иные споры об имущественной ответственности сторон трудового договора,1216.0,979.0,0.8050986842105263,237.0,0.1949013157894736,127.0,13.0,0.0106907894736842,135800.0,139.0,Гражданское,Трудовые
2016,"Иски служащих о возмещении ущерба, причиненного при исполнении обязанностей по государственной (муниципальной) службе",74.0,47.0,0.6351351351351351,27.0,0.3648648648648648,5.0,0.0,0.0,4417.0,94.0,Гражданское,Трудовые
2017,"Иски служащих о возмещении ущерба, причиненного при исполнении обязанностей по государственной (муниципальной) службе",103.0,70.0,0.6796116504854369,33.0,0.3203883495145631,6.0,26.0,0.2524271844660194,10742.0,153.0,Гражданское,Трудовые
2016,"Иски нанимателей о возмещении ущерба, причиненного при исполнении обязанностей по государственной (муниципальной) службе",234.0,175.0,0.7478632478632479,59.0,0.2521367521367521,16.0,0.0,0.0,32290.0,185.0,Гражданское,Трудовые
2017,"Иски нанимателей о возмещении ущерба, причиненного при исполнении обязанностей по государственной (муниципальной) службе",496.0,320.0,0.6451612903225806,176.0,0.3548387096774194,42.0,2.0,0.0040322580645161,298196.0,932.0,Гражданское,Трудовые
2016,"Иные споры,вытекающие из отношений по государственной (муниципальной) службе",580.0,378.0,0.6517241379310345,202.0,0.3482758620689655,91.0,62.0,0.1068965517241379,91112.0,241.0,Гражданское,Трудовые
2017,"Иные споры,вытекающие из отношений по государственной (муниципальной) службе",897.0,506.0,0.5641025641025641,391.0,0.4358974358974359,136.0,10.0,0.0111482720178372,46794.0,92.0,Гражданское,Трудовые
2016,"Трудовые споры, связанные с защитой персональных данных работника",38.0,27.0,0.7105263157894737,11.0,0.2894736842105263,95.0,0.0,0.0,51.0,2.0,Гражданское,Трудовые
2017,"Трудовые споры, связанные с защитой персональных данных работника",33.0,18.0,0.5454545454545454,15.0,0.4545454545454545,,0.0,0.0,850.0,47.0,Гражданское,Трудовые
2016,О взыскании излишне удержанных из заработной платы сумм налога,216.0,147.0,0.6805555555555556,69.0,0.3194444444444444,4.0,1.0,0.0046296296296296,1951.0,13.0,Гражданское,Трудовые
2017,О взыскании излишне удержанных из заработной платы сумм налога,294.0,268.0,0.91156462585034,26.0,0.0884353741496598,7.0,199.0,0.6768707482993197,10577.0,39.0,Гражданское,Трудовые
2017,О лишении права заниматься нотариальной деятельностью,5.0,1.0,0.2,4.0,0.8,2.0,0.0,0.0,0.0,0.0,Гражданское,Трудовые
2016,"О предоставлении предусмотренных трудовым законодательством гарантий и компенсаций женщинам, лицам с семейными обязанностями",584.0,515.0,0.8818493150684932,69.0,0.1181506849315068,63.0,2.0,0.0034246575342465,26012.0,51.0,Гражданское,Трудовые
2017,"О предоставлении предусмотренных трудовым законодательством гарантий и компенсаций женщинам, лицам с семейными обязанностями",359.0,330.0,0.9192200557103064,29.0,0.0807799442896936,24.0,1.0,0.0027855153203342,20589.0,62.0,Гражданское,Трудовые
2016,О предоставлении предусмотренных трудовым законодательством несовершеннолетним,39.0,39.0,1.0,0.0,0.0,4.0,1.0,0.0256410256410256,6145.0,158.0,Гражданское,Трудовые
2017,О предоставлении предусмотренных трудовым законодательством несовершеннолетним,56.0,54.0,0.9642857142857144,2.0,0.0357142857142857,35.0,0.0,0.0,1180.0,22.0,Гражданское,Трудовые
2016,О предоставлении предусмотренных трудовым законодательством работающим в районах Крайнего Севера и приравненных к ним местностях,1417.0,1287.0,0.908256880733945,130.0,0.091743119266055,95.0,10.0,0.0070571630204657,36714.0,29.0,Гражданское,Трудовые
2017,О предоставлении предусмотренных трудовым законодательством работающим в районах Крайнего Севера и приравненных к ним местностях,1187.0,1062.0,0.8946925021061499,125.0,0.10530749789385,76.0,5.0,0.004212299915754,26890.0,25.0,Гражданское,Трудовые
2017,О предоставлении предусмотренных трудовым законодательством спортсменам и тренерам,6.0,5.0,0.8333333333333334,1.0,0.1666666666666666,0.0,0.0,0.0,263.0,53.0,Гражданское,Трудовые
2016,О предоставлении предусмотренных трудовым законодательством иным категориям работников,1072.0,862.0,0.8041044776119403,210.0,0.1958955223880597,168.0,0.0,0.0,63101.0,73.0,Гражданское,Трудовые
2017,О предоставлении предусмотренных трудовым законодательством иным категориям работников,814.0,695.0,0.8538083538083538,119.0,0.1461916461916461,64.0,0.0,0.0,36081.0,52.0,Гражданское,Трудовые
2016,"Иные, возникающие из трудовых правоотношений",31397.0,20829.0,0.6634073319106921,10568.0,0.3365926680893079,5224.0,1377.0,0.0438576934101984,1340282.0,64.0,Гражданское,Трудовые
2017,"Иные, возникающие из трудовых правоотношений",22350.0,14719.0,0.6585682326621924,7631.0,0.3414317673378076,3822.0,595.0,0.0266219239373601,737466.0,50.0,Гражданское,Трудовые
2016,Иски военнослужащих и иных приравненных к ним лиц о пенсиях,1336.0,1176.0,0.8802395209580839,160.0,0.1197604790419161,26.0,0.0,0.0,12121.0,10.0,Гражданское,Пенсионные
2017,Иски военнослужащих и иных приравненных к ним лиц о пенсиях,1489.0,1249.0,0.8388179986568166,240.0,0.1611820013431833,63.0,0.0,0.0,12984.0,10.0,Гражданское,Пенсионные
2016,Иски застрахованных к Пенсионному фонду РФ,30022.0,26547.0,0.8842515488641662,3475.0,0.1157484511358337,638.0,430.0,0.0143228299247218,46946.0,2.0,Гражданское,Пенсионные
2017,Иски застрахованных к Пенсионному фонду РФ,30052.0,26143.0,0.8699254625316118,3909.0,0.1300745374683881,780.0,25.0,0.0008318913882603,34957.0,1.0,Гражданское,Пенсионные
2016,Иные требования к Пенсионному фонду Российской Федерации,39477.0,35585.0,0.9014109481470224,3892.0,0.0985890518529776,974.0,218.0,0.0055222028016313,217821.0,6.0,Гражданское,Пенсионные
2017,Иные требования к Пенсионному фонду Российской Федерации,30512.0,27267.0,0.8936484006292607,3245.0,0.1063515993707393,759.0,49.0,0.0016059255374934,130104.0,5.0,Гражданское,Пенсионные
2017,Иски застрахованных лиц к негосударственном пенсионным фондам,344.0,309.0,0.8982558139534884,35.0,0.1017441860465116,143.0,0.0,0.0,981.0,3.0,Гражданское,Пенсионные
2017,Иные требования к к негосударственному пенсионному фонду,1043.0,923.0,0.8849472674976031,120.0,0.1150527325023969,53.0,1.0,0.0009587727708533,2434.0,3.0,Гражданское,Пенсионные
2016,"О признании недействительными решений об отказе в назначении пенсии, о прекращении выплаты пенсии и т.п.",6563.0,5780.0,0.8806948042053939,783.0,0.1193051957946061,182.0,46.0,0.007008989791254,8464.0,1.0,Гражданское,Пенсионные
2017,"О признании недействительными решений об отказе в назначении пенсии, о прекращении выплаты пенсии и т.п.",9274.0,8044.0,0.867371145136942,1230.0,0.132628854863058,216.0,0.0,0.0,8213.0,1.0,Гражданское,Пенсионные
2016,О признании недействительными решений администраций муниципальных образований о пенсиях муниципальным служащим,298.0,229.0,0.7684563758389261,69.0,0.2315436241610738,,0.0,0.0,1212.0,5.0,Гражданское,Пенсионные
2017,О признании недействительными решений администраций муниципальных образований о пенсиях муниципальным служащим,373.0,250.0,0.6702412868632708,123.0,0.3297587131367292,24.0,0.0,0.0,2920.0,12.0,Гражданское,Пенсионные
2016,О признании недействительными решений органов исполнительной власти о пенсиях государственным служащим,104.0,74.0,0.7115384615384616,30.0,0.2884615384615384,11.0,1.0,0.0096153846153846,1508.0,20.0,Гражданское,Пенсионные
2017,О признании недействительными решений органов исполнительной власти о пенсиях государственным служащим,145.0,62.0,0.4275862068965517,83.0,0.5724137931034483,15.0,0.0,0.0,82.0,1.0,Гражданское,Пенсионные
2017,"Прочие споры, вытекающие из пенсионного законодательства",10620.0,10165.0,0.9571563088512242,455.0,0.0428436911487759,1276.0,1453.0,0.1368173258003766,237608.0,23.0,Гражданское,Пенсионные
2017,Иски физических лиц к налоговому органу,171.0,137.0,0.8011695906432749,34.0,0.1988304093567251,16.0,92.0,0.5380116959064327,3469.0,25.0,Гражданское,
2016,"О предоставлении гарантий и компенсаций, установленных военнослужащим",809.0,489.0,0.6044499381953028,320.0,0.3955500618046971,79.0,1.0,0.0012360939431396,22079.0,45.0,Гражданское,Социальные
2017,"О предоставлении гарантий и компенсаций, установленных военнослужащим",693.0,440.0,0.6349206349206349,253.0,0.365079365079365,50.0,0.0,0.0,49404.0,112.0,Гражданское,Социальные
